review,sentiment
"The spoof genre, which has lacked creativity and humor for some time already, gets spat upon yet again by hacks with no talent. No point, no fun, no originality; just a few cheap bucks for the film makers. <br /><br />It takes more than just referencing some recent movies and giving characters double-meaning names to be satire; to make people laugh. Any clod can pick up a cam-corder, and have some bad-acting buddies in cheap costumes imitate somebody. Since the genre being targeted this time is inspirational sports movies, there are a few lame references thrown out to movies of that type: the jokes are so weak the characters actually have to emphasize the references in various ways, to get you to laugh hysterically. It doesn't work.<br /><br />That's not comedy. However, the same old worn out sophomoric ""jokes"" ripped off from a middle school washroom (done even more blandly than usual) are all here. If that's not enough, there's a running ""gag"" of a bus running somebody over. So funny, right? Also, one pathetically poor scene does more product placement than Michael Bay; again with the same unfunny results. A musical bit flops miserably. Pity Carl Weathers, once Apollo Creed in the Rocky series, now stuck with roles in swill like this.<br /><br />Lousy beyond words. Watching a snail run the marathon would be less tedious than watching this film is. Probably a lot funnier, too.","Negative"
"To suggest Anton Newcombe of the Brian Jonestown Massacre could also use some therapy is putting it mildly. In Dig! which won the Grand Jury Prize at Sundance, we watch him and his band self-sabotage over seven years, while ex-friends and contemporaries The Dandy Warhols rise to comparative greatness (a mobile phone advert, anyway).<br /><br />What elevates Dig! above its contemporaries is the immense, near-biblical comic-tragedy being played out: a depressingly honest treatise on art versus commerce and compromise. For all his ""look at me, I'm a bloody genius"" posturing, Newcombe is in fact revealed to be a singularly gifted, if immensely troubled, musician - far more talented than his rival, the Dandy's Courtney Taylor who narrates the picture. If Newcombe is Dennis Hopper, Taylor's Peter Fonda.<br /><br />Even sadder, Taylor appears to realise this, evinced by his weary, self-loathing voice-over: he knows his band won the battle - but at what cost? In truth, they sold out, made Indie-Lite records, kept their teeth nice and clean, and probably brushed their hair twice before bedtime - thus winning record contracts and a large tour bus. And jettisoning all credibility in the process. Newcombe, on the other hand, lives in filth, is continually busted, beats up fellow band members on stage, kicks hecklers in the head - and is last glimpsed in Dig! being ferried away by police, having lost the right to see his child.<br /><br />Two of the best films about rock's subculture have been directed by women: Penelope Spheeris's The Decline Of Western Civilization and this one  an instant classic the moment it was released.","Positive"
"I was just lucky I found this movie. I've been taking advantage of Walmart's $5.50 DVDs, because I watch a lot of movies (and very seldom watch television). I graduated from high school in 1968 - so I have family and many friends who served in Vietnam. This movie really illustrates the pain I've seen in my friends in dealing with what happened to them over there. I wish more people would see this movie - I think maybe more people could understand what happened to our Vietnam vets by watching these excellent actors in the portrayal of one family damaged by that war. The story felt realistic - it isn't mushy, but made me feel what they were going through. I think it helped that Martin Sheen and Emilio Estevez were playing father and son - it made their relationship more believable,","Positive"
"The above summary really isn't meant as a slam against this film, as the series followed a very similar format. As usual, Simon Templar (""The Saint"") meets a lady in distress and comes to her aid. He also comes to the aid of a police detective who was framed of accepting a bribe. Along the way, he meets some interesting supporting characters (this time, Paul Guilfoyle as ""Pearly"" Gates) and during his unraveling of this not especially compelling mystery (none of them really are), Templar is extremely erudite and just plain cool! George Sanders is once again the consummate sophisticated British do-gooder and he succeeds once again in making an excellent B-detective series film. Nothing particularly special, but a familiar and breezy product sure to please fans of the genre.","Positive"
"As everyone knows, nobody can play Scarlett O'Hara like Vivien Leigh, and nobody can play Rhett Butler like Clark Gable. All others pale in comparison, and Timothy Dalton and Joanne Whalley are no exceptions. One thing that I really couldn't get past was that Joanne has BROWN eyes. The green eyes were the most enhancing feature of Scarlett's good looks, and in this sequel she has been stripped of those.<br /><br />The movie, as well as the book, had several lulls in it. The new characters weren't all that memorable, and I found myself forgetting who was who. I felt as though her going to Ireland did absolutely nothing whatsoever. It could be that I'm only 11, but I saw no change in her attitude until the last say, 10 minutes when Rhett told her she had grown up. If Rhett hadn't told her that, I would have never guessed that there was any change in her attitude. She really loved Cat, her baby. She likes this child best because she had it with Rhett, her only loved husband. Still, if you've read Gone With The Wind, you would see that children make no difference in Scarlett's world. <br /><br />Quite frankly, it seemed to me like there was way too much going on without Rhett. All anybody cares about is whether or not Rhett and Scarlett get back together, and Scarlett took way too long to get to that. It is virtually nothing compared to Gone With The Wind, but then again what isn't? If you have read the novel, you will like that better than the movie.<br /><br />I would watch it, just because it is the sequel to Gone With The Wind, regardless of whether or not it's worthwhile. It may not satisfy you entirely, but it will get you some of the way there.","Negative"
"Can A-Pix ever, ever, ever do anything right? This movie was meant to be seen on TV in a letterbox format. Since A-Pix doesn't even believe in pan and scan, we see whole scenes where a shoulder on the left side of the screen talks to a shoulder on the right side. Of course, not that you are missing much. This movie is incredibly bad. It's very hard to enjoy a film where characters are screaming at the top of their lungs during 80% of the movie for no reason.","Negative"
"The summary line above, spoken by James Cloud (Robert Preston) to his brother Tom (Robert Sterling) just about says it all. Jim, AKA Kid Wichita, has a way of making things happen, only trouble is, he usually leaves dead bodies where he's been. Not the sort of mentoring Tom envisions for younger brother Jeff, who likes what he sees in Jim, especially when defending their ranch against local Texas cattlemen.<br /><br />The opening credits state 'Introducing John Barrymore Jr. as the Younger Brother', in this his very first screen appearance. That seemed rather odd to me, particularly since he was addressed as Jeff almost immediately into the story. Approximately eighteen at the time of this movie, he bears a passing resemblance to Sean Penn. No stranger to personal and legal problems throughout his career as well as estrangement from his family, I was left wondering if his daughter Drew Barrymore might have ever seen this picture. I'm inclined to think not.<br /><br />On the subject of resemblances, I was also struck by the thought that the young Robert Sterling looked a bit like Roy Rogers early in his career. Knowing Sterling previously only from his role as George Kerby in the early 1950's TV series 'Topper', I thought he looked out of place in a Western, but that might just be me. His character becomes emboldened by his brother's resourcefulness at creating trouble, and provides some of the edginess to this not so typical story. Minor subplots abound, including the relationship rancher John Gall (John Litel) has with his son the Sheriff (who Kid Wichita kills), and the troubled marriage between Kathleen Boyce (Cathy Downs) and her husband Earl (who Kid Wichita kills). Chill Wills rounds out the main cast as one of Tom Cloud's hired hands, and figures in the somewhat predictable finale.<br /><br />What's not quite predictable is how things eventually wind up there, and for that reason, this Western earns points for following a less traveled, hence not quite as formulaic a plot as a lot of good brother/bad brother Westerns do. Combined with the eclectic casting of the principals, it's one I'd recommend, even if you have to endure some of the jump cuts and sloppy editing that I experienced with my copy.","Positive"
"all i can say is that each time i see CONRACK, dir. Martin Ritt, DP. John Alonzo, i feel an utmost sense of inspiration and enlightment in what the power of cinema is possible in such a simple film.<br /><br />the motion picture Conrack is set in 1969. It is based on a true story. It is a story about a white man (Jon Voight) who teaches a group of young black children how incredible the world is outside of their little South Carolina island.<br /><br />The story places the job of a teacher as noble cause in changing children's lives.<br /><br />I highly recommend it.","Positive"
"This has got to be the cheesiest, stupidest, most retarded monster film of all time. It's a complete joke that this even surfaced into theaters. This is sort of like watching the Loch Ness monster in rural America. This movie deserves to be thrown in a toilet and completely forgotten. John Carradine, shame on you. The people involved in this moronic pile of trash need to be lobotomized. Wait! Maybe I'm giving them too much credit. I'm sure they were lobotomized before the filming. How else can one explain the utter and sheer stupidity that this bucket of crap contains. Don't waste a minute of your life watching this. Don't even waste your time sending a review.","Negative"
"I wanted to like this movie. I really, really did. I was so excited when I saw the preview, which scared the hell out of me. But when I saw the actual film, I was disappointed. The acting is stilted, and the attempts at comedy are woefully out of place and forced. And I'm sorry, but a boy being chased by a turd in a bedpan is not funny or scary, it's just stupid. I grew up on the Bell Witch legend, so I know quite a bit about it. A lot of facts in the movie are right on target, but this film should have been much better. The entire birthday party scene, for example, lasts about fifteen minutes, adds nothing to the plot or the story, and should have been left on the cutting room floor. A more heavy-handed editor might have been able to get a decent film out of this mess.<br /><br />Please understand, I'm not in any way, shape or form involved with the other Bell Witch movie, and I'm not trying to ""attack"" this IMDb listing. I'm just telling it like it is.","Negative"
"To be fair they did as well as they could with a budget of five shillings and sixpence, but the dialogue was more cheesy than 9lbs of emmental and the CGI was a little old hat now. maybe if some of the actors were not so perfectly chiselled out of granite it would have made the film a little better too.. To say this was awful is to do this film a mis-service, if you want to see something that is totally execrable, you gotta sit and waste a couple of hours of your life watching 'sickle', that is soo mind numbingly awful, its actually good,(several large alcoholic beverages are deriguer though. Any road up, I enjoyed this film and its gotta be worth a look if you have not seen it yet, just don't expect anything along the lines of 'jurassic park,the lost world' or 'apocalypto'.","Negative"
"This is the kind of film you want to see with a glass of wine, the fire on, and with your feet up. It doesn't require that much brain-power to follow, so is very good after a long day. I would say it is very unrealistic - if you expecting anything serious, then don't bother, but it is very funny. Just the thought that a businessman would go so far as to agree to live in a slum for a while, and then actually get to enjoy it... I would definitely recommend it.","Positive"
"This is another notorious Mexican horror film: however, while the original Spanish-language version is quite tame, all sorts of gore and nudity were inserted for the English-dubbed variant (prepared by Jerald Intrator - who did similar duties on THE CURIOUS DR. HUMPP [1967/71] - and, like the U.S. version of that film, had previously been available on DVD through Something Weird/Image)! <br /><br />I watched the original first and, while no great shakes, it was fairly engaging - especially with a plot as familiar as this one was: a doctor goes beyond the call of duty in attempting to save the life of his terminally ill son; he even has a hulking, game-legged assistant (played by Carlos Lopez Moctezuma, who had essayed a strikingly similar role - though in a more sinister vein - in THE CURSE OF THE CRYING WOMAN [1961]). I know that several Mexican films mingled horror with the ""Lucha Libre"" (Wrestling) genre but I had never watched one myself; this element is present here - in fact, the heroine is a wrestler - but the two styles are, perhaps thankfully, kept apart (that said, the wrestling sequences are competently done, with some of the moves proving highly amusing).<br /><br />The doctor's son is transformed into a monster (looking like The Incredible Hulk with mud splashed over his face!) after having had an ape's heart transplanted into him - but, then, when this is replaced with that of a comatose female wrestler, he stays this way and grows a pair of fangs to boot (shouldn't he realistically have turned into a transsexual...though I guess that wouldn't have been very interesting)!! The climactic rooftop sequence in which the monster kidnaps a child and meets his demise at the hands of the police is reminiscent of THE GHOST OF FRANKENSTEIN (1942). My favorite unintentionally funny moments in the film, however, occur when the doctor, trying to comfort his son, tells him that he'll soon be cured - only to turn his back soon after on the verge of tears - and also the impatient look he gives his crippled assistant (as the latter staggers slowly into the car) when they're about to chase the monster who has escaped from the lab.<br /><br />The alternate nude scenes work for the film (these were actually done by Cardona himself for a racier Mexican version entitled HORROR Y SEXO) but its reputation is largely based on the added material showing over-the-top violence, such as an eyeball being gouged out of its socket, a scalping and even a person's head being torn off. There are also several graphic operation inserts which, however, give rise to a goof: while it's made clear that only two people are involved in the operation, we see a third pair of hands constantly holding an oxygen mask to the patient's face! <br /><br />The film is also said to be a loose remake of Cardona's own black-and-white horror film DOCTOR OF DOOM (1962) but, since I haven't watched that one, I can't say how much of it was actually pilfered for NIGHT OF THE BLOODY APES...","Negative"
"I would give this television series a 10 plus if i could. The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real. One could tell that from the two main actresses Ms. Toussaint & Ms. Potts that their relationship on & off camera was genuine It didn't just end when you hear those familiar words ""Cut"" at the end of a ""Take"". The show has thought me a lot about life for e.g. Historical struggles, tragedies and triumphs,relationships,every day situations, every household have same situations no matter who the members are, it really came down to just being a wonderful family show that at the end of every episode, you can just sit on your living room couch and say to yourself ""now what did i learn from this particular episode"".<br /><br />I must say I have taped most of the episodes and i find myself watching them over and over again.<br /><br />Now you know why I gave it a 10+!!","Positive"
"i was looking forward to this, and to be honest there were some bright spots, but it would have worked better if it had concentrated on one story rather than shooting all over the world. The many dogs were a lot of fun but i got bored of the wine fascists pompously whining (;-)) on about their achievements.<br /><br />I felt it would have worked better as an hour long TV documentary, concentrating on one of the many different issues it explored. The most interesting being the french town near montpelier fighting off a an American wine company's campaign to get rid of the historic forests. A socialist mayor agreed to a deal, a nicely timed election arrived, and a communist mayor was elected, who turned it down, much to the exasperation of the American wine execs...<br /><br />hopefully the director's cut will be shorter than the original..","Negative"
"Legend of Zu is possibly the most exciting movie ive seen in recent years. It transcends all expectations and is truly a work of art. With unmatched visual sceneries and story of divine proportions, Legend of Zu proceeds to blow over its viewers with its majesty. This movie is wonderously crafted through the use of high tech cgi which allows fans of the fantasy genre to see their visions come to life. The acting is perfect for this type of movie; if you were an immortal with supernatural powers I would think you'd keep more to yourself.<br /><br />Unlike the comments of many, the plot is actually quite EASY to follow while maintaining a quick pace that adds a sense of urgency. Anyone that cannot keep track of the different characters simply must not be paying attention since or are used to such levels of sophistication as the titanic. The plot is engaging and layered with themes so epic that they will leave you gasping for air. Legend of Zu is on a level of greatness so high that perhaps many people are put off by its grandeur. Allow yourself to be completely engulfed within its fantastical vision and you will grow to love this movie.","Positive"
"This movie is well made, it is beautiful and wise. It is heart-warming. It is great. And again it shows how great Peter Falk is... he is fantastic and he even gets better, the older he gets! Thank you, Peter Falk! Thank you very much for this gem of a movie! <br /><br />This movie entertains. There is lot of wisdom in this movie. There is lot of humor in this movie. There is life in this movie... and meaning. This movie shows, how life can be.<br /><br />Peter Falk is in that movie. He is just great! Where is the Oscar for Peter Falk? He deserves it so very much.<br /><br />Peter Falk just turned 80. I do sincerely hope that there will be more movies!<br /><br />Walter J. Langbein","Positive"
"This searing drama based on a true incident concerns several ambitious African nationals who decide to temporarily leave their families by stowing away on an outbound ship. They think that if they successfully make the voyage they can better their lives by making enough money in New York to send for their families. Unfortunately for them, the ship that they select is a rundown Russian freighter which has already been heavily fined at a previous port for harboring stowaways. The captain and the first mate are determined not to let this happen again as their jobs are on the line. The group of blacks begin their harrowing voyage in the cargo hold and are eventually discovered, forced out of hiding and murdered by the ruthless mate (an outstanding performance by Sean Pertwee.) A few (convincingly terrified leader Omar Epps among them) manage to temporarily escape and are mercilessly pursued through the ship with their lives forfeit if they are caught. Altogether a riveting film which will have audiences biting their nails and gritting their teeth wondering how such dire events could take place in modern civilization.","Positive"
"It's very sly for all of the 60's look to the movie. The humor is quite gentle, but it grew on me much more than I expected. The cast is first-rate and they appear to be having a wonderful time. Ustinov wanders through the film muttering some quite funny things under his breath, and it's all very inconsequential; I'll buy the movie as soon as it comes out on DVD. The plot is that Ustinov as an embezzler released from prison posing as a computer whiz and embezzling money from an American company with an office in London. Maggie Smith is his secretary for a while, and watching her get fired from many different jobs is part of the fun. Bob Newhart is his usual deadpan self, and Karl Malden has fun as the dense and sleazy executive running the London office. The ending is funny and nicely cynical.","Positive"
"This movie looked as if it might be good at the beginning, but never fleshed out to it's expectations. The director is talented and has some good camera angles and artistic ideas (typical of the Asian directors), but doesn't know how to create or tell a good story to go along with it. The story was fragmented and seemed to go off in all sorts of different directions throughout the film, never finding a solid, explainable, interesting angle. Basically, the movie never fit the explanation on the press releases. The acting was very good, however. All the actors gave good performances, and Jude Law was outstanding as he is always is. It is too bad he chose to do such a weak film.","Negative"
"This is a great film!! The first time I saw it I thought it was absorbing from start to finish and I still do now. I may not have seen the play, but even if I had it wouldn't stop me thinking that the film is just as good.","Positive"
"I must say, when I read the storyline on the back of the case, It sounded really interesting, but when I started to watch the movie seemed boring at first and even more at the end. Some scenes are way too long and the story has not been worked out properly.","Negative"
"This film has a lot of strong points. It has one of the best horror casts outside of the Lugosi-Karloff-Chaney circle: Lionel Atwill, Fay Wray, and Dwight Frye, plus leading man Melvyn Douglas. It's got all the right ingredients: bats, a castle with lots of stone staircases, a mad scientist, townspeople waving torches and hunting vampires, an ""Igor""-type character, a beautiful girl, even a goofy-haired Burgomeister. The soft-focus camera work is moody and imaginative. There's even some good comic relief nicely spaced throughout the script.<br /><br />But it's not really a monster movie because there is nothing supernatural going on in ""Kleinschloss"" (""little castle""). The plot revolves around the generic crazy scientist (nicely played by Atwill) who values his work more highly than human lives.<br /><br />It's not top-tier material, because of a ho-hum resolution of the plot and some embarrassingly bad dialog for Dwight Frye. But it's worth a look if you like early b/w horror pictures.","Positive"
"I saw this movie in the theater when I was a kid and always remember it as my first experience with getting ripped off by a horrible movie with a good commercial. The commercial was great, but it I found out later that it had every explosion or 'special effect' in the entire movie (about 4) and even some that weren't in the movie. There was some sort of plot relating to the aliens but the aliens were never actually shown in the movie as far as I remember. It was clearly a case of someone making a buck off a cheap movie designed to scam people. I guess my world of innocence ended that day, when I found out there were bad people out there who make bad bad movies.","Negative"
"I've seen this amusing little 'brit flick'many times. The only problem is Its currently unavailable on video or DVD. I'ts certainly a contender for a DVD release. The much missed Richard Jordan plays 'pinky' an Ex-pat American, whose Just been released from prison,he finds himself A job as an Electrician in a bank, it all goes well until he finds Himself Embroiled in a bank heist with his ex cronies, David Niven Plays the mastermind Ivan, Its an enjoyable little romp, hopefully studio canal or anchor bay, will come to the Rescue. Look out for john Rhys Davies Before he struck it big with 'shogun' Raiders of the lost Ark 'Lord Of The Rings' In a small role as a barrister,","Positive"
"I found this to be a charming adaptation, very lively and full of fun. With the exception of a couple of major errors, the cast is wonderful. I have to echo some of the earlier comments -- Chynna Phillips is horribly miscast as a teenager. At 27, she's just too old (and, yes, it DOES show), and lacks the singing ""chops"" for Broadway-style music. Vanessa Williams is a decent-enough singer and, for a non-dancer, she's adequate. However, she is NOT Latina, and her character definitely is. She's also very STRIDENT throughout, which gets tiresome.<br /><br />The girls of Sweet Apple's Conrad Birdie fan club really sparkle -- with special kudos to Brigitta Dau and Chiara Zanni. I also enjoyed Tyne Daly's performance, though I'm not generally a fan of her work. Finally, the dancing Shriners are a riot, especially the dorky three in the bar.<br /><br />The movie is suitable for the whole family, and I highly recommend it.","Positive"
"The animation quality here is decidedly below par IMO, regardless of the age of the OAV. The plot itself makes sense, but the characters don't.<br /><br />This might sound picky, but considering that the city of Olympus is almost exclusively populated by living machines, would YOU feel comfortable there as a human? Would any machine ever emulate human arrogance, short-sightedness and greed quite so effectively? I doubt it. There are some pointers towards this in the movie, but only when the team can be bothered to put them in, by and large the 'bioroids' (or whatever they are) are interchangeable with human characters. Seems sloppy to me.<br /><br />The main characters seem to have some kind of emotional entanglement, though no light is shed on this. Little light is shed on the backstory at all, a great pity. The short length of the film coupled with the focus on mecha and the crime means that we don't see any character depth. The groundwork's all down, yet we're left with no finished product. A cropped version of this OAV would have made a great TV episode, once some character sub-plots had been established.<br /><br />The highlights of this short film are the mecha designs and the action/espionage.<br /><br />The flaws really start to show through once you've had a chance to digest all the goings-on, so I couldn't recommend this for owning, but it's certainly worth a watch or two! Whilst this review is mostly negative, I really do think it's worth your time to watch this, but it's not something to rush out and buy. <br /><br />In a nutshell: A watchable wasted opportunity.","Positive"
I cant believe blockbuster carries this movie. It was SO BAD. I was totally fooled by the box art. DON'T BE FOOLED!! Its not worth your time I promise you. I don't know if the positive reviews for this flick were a joke or what. I am so disappointed. :( <br /><br />The description on the back of the box doesn't even match! The girl that has the voodoo done on her is a stripper. The synopsis on the back says she is only 17. Did the people writing the description for the film even bother to watch it!? Those positive reviews had to be a joke they just had to be. If anyone actually liked this flick then I've lost all faith in humanity.<br /><br />And don't even get me started on the story compared to the title. Or the fact that the entire movie was done all in 2 locations. Or that the cops didn't even have close to real uniforms. Why would i even say that?? Who cares about the cops uniforms!? Compared to the rest of the movie the uniforms were spot on. <br /><br />This movie is an insult to the zombie genre and all of its fans.,"Negative"
"This comment does contain spoilers!!<br /><br />There are few actors that have an intangible to them. That innate quality which is an amalgamation of charisma, panache and swagger. It's the quality that can separate good actors from the truly great. I think George Clooney has it and so does Jack Nicholson. You can look at Clooney's subtle touches in scenes like his one word good-bye to Andy Garcia in Ocean's 11 when they just utter each other's name disdainfully. ""Terry."" ""Danny."" You can pick any number of Jack's performances dating as far back as Five Easy Pieces in the diner to A Few Good Men and his court room interrogation scene. These guys just have it. You can add Denzel Washington to the small and exclusive list of actors who exudes that terrific trait in everything he does. If you look at some of his explosive borderline diatribes in The Siege to his impressive tribute to Malcolm X in Spike Lee's film of the same name, you can see that there is no finer an actor working today. I don't mention all of this to insinuate that Man On Fire is perfect just because of Denzel's work, but he is definitely the cog of the production. I was literally mesmerized with some of his scenes that are raw, emotional and incendiary all at the same time.<br /><br />Washington plays Creasy a former spy or CIA agent or one of those covert government operatives. He has pretty much hit rock bottom as he has become disillusioned with the life that he has led. He has killed and perhaps done things that are best left unsaid and this has made him a hardened and bitter man. His friend and perhaps mentor, played very reservedly by Christopher Walken, is living in Mexico making a very comfortable living by providing body guard services for the rich. Apparently the kidnapping business in Mexico is so vibrant that these paid former S.E.A.L.s and such can do very well while providing a needed service. Creasey needs the work and accepts a job with a well to do family who seems to be in some financial difficulty. Marc Anthony is fine as Samuel, Radha Mitchell is tantalizingly sexy as his wife Lisa and Dakota Fanning is just unbelievably and precociously brilliant as Pita. I don't know how a child of her age can have such range to play the characters that she does but her interpretation of Pita is nothing short of Oscar worthy. The film's entire first half is dependent on the relationship between Pita and Creasy and if there was a weaker actress in the role, perhaps that emotional synergy would not have come across so succinctly. But Fanning is nothing short of remarkable in the role.<br /><br />It is the relationship between Pita and Creasy that drives this film to the apex of cinema. Together they are perfect and there is a real bond developed between them. Tony Scott directs with a frenetic urgency and his eye for visual flare has never been better. I am interested to see how his next film, Domino, turns out. I think Scott is one of today's under rated directors and with more films like this one, his name will surely be elevated to icon status.<br /><br />The story has Creasy really taking to Pita, and vis-ca versa. There is a definite connection between the two of them and perhaps it stems from the fact that although Pita loves her dad, he is not around much. He is a philanthropist and obviously has little time to spend with his family. Soon, Creasy is taking Pita to her swimming competition. He is reading her bedtime stories and she is naming her teddy bear ""Creasy"". It's not just a friendship between them, it is more of a kinship, and a deep parental love seems to be present. <br /><br />The film changes gears when Pita does get kidnapped and held for ransom and Creasy is is almost fatally injured trying to protect her. This is where the story becomes thick with innuendo and ripe with deceit as the plot pieces get unraveled like an onion. And this is where Denzel becomes a tour de force. Like I said earlier, I have seen Denzel give some outstanding performances in films like Crimson Tide and Training Day, but never have I seen him like this. He is a man possessed and with the possibility of Pita being dead, he becomes a literal man on fire. It rages in him as he hunts down and dishes out his brand of comeuppance. Denzel's anger and acerbity are ubiquitous and not easily quelled as he hunts down each person responsible for Pita's violation. This all vigilante justice as the Mexican authorities always seem to be one step behind. <br /><br />Also what is paramount to this film's audacious brilliance is that there are few films that actually give the criminals their due comeuppance. I have often been frustrated to watch films where the bad guys get let off easily. They inflict all kinds of torment for the entire film and then they take a bullet and die. But not in this film. Writer Brian Helgeland sees to it that retribution here is unequivocal and it is painful. The perpetrators here feel Creasy's wrath and they experience the torment that he unleashes. There is nothing gimmicky about his brand of justice. He needs information and someone loses a finger. He wants answers and a homemade bomb is placed in places that are meant for other things. There is no punches pulled here and this is one of the true strengths of the film.<br /><br />Man on Fire is one the five best films of 2004. Now that it is out on DVD, my recommendation is to get the SE. It is loaded with bonus features that include about 6 hours of documentaries and different commentary tracks. 10/10","Positive"
I would like to thank you for giving me a chance to be one of the first to actually view the film. It really does grip you. John Paul does eventually get to see the light and make a life for himself away from being tied to his mothers apron strings.<br /><br />I imagine there must be so many families these days in the same position (especially with children leaving home older but I wouldn't say wiser) with very sad parents who haven't really got lives of their own and who make their lives a misery.<br /><br />I think this film should definitely have a wider audience. I would also say that the other actors played brilliant parts as well. It is such a deep film and very moving.,"Positive"
"In terms of quality movies, this isn't one of them. It's actually the first Chuck Norris movie I've seen and I was left pretty underwhelmed. The fight scenes are slow and don't have a lot of variety. Norris just uses a lot of roundhouse kicks on all the bad guys coming after him which makes the fights pretty boring. The movie also is quite short, but for some reason the movie doesn't even seem finished when it ends. It's a pretty anti-climatic ending. All the same though, I've watched a lot of bad movies, and this isn't one of the worst that I've seen. It's worth a watch, I'm guessing especially for Norris fans. There's also nothing like seeing a group of rigs hurtling down the desert which in my opinion was the highlight of the movie.","Negative"
"This movie could have been oh so much better. It is a beautiful story set in very trying times, and yet it was so poorly executed. The leading actors have in the past done excellent jobs, and for the most part they do an adequate job in this film. Although at times their dialogue seems stilted and forced. The directing could have been more concise. The bulk of the criticism should go to the writers, who took a good story and made it tedious. In short, there are thousands of MUCH better ways to spend 2 hours.","Negative"
"I've seen a few movies in my time, but this one is exceptional. You'll have to watch it more than once to truly appreciate it, it is emotionally very complex, it explores love and passion at it's most extreme and it's cinematography is just breathtaking. The character of the Count is intensely passionate and tragic without him having to raise his voice or indeed leave his bed, the film is perfectly cast and perfectly acted. The film has a sort of mathematical precision and perfection to it which is rare these days. It combines action, love, tragedy, drama and politics all in one. This movie is unmissable, all the hype surrounding it and all the awards cannot begin to do it any justice. Hats off to Michael Ondaatje for writing the incredible book on which it is based.","Positive"
"We could still use Black Adder even today. Imagine Rowan Atkinson resuming the role of assistant to the prime minister played by the wonderful Hugh Laurie. Hugh is sensational as the dimwit Prince George and Edmund as his brilliant assistant. I love the episode which Kenneth Connor guest stars as a British thespian. Every time, Edmund says Macbeth. The two thespians do a silly little act to ward off evil spirits. It's the funniest things that you will see. Of course, none of this brilliance and comedic genius could be without Ben Elton and Richard Curtis who are also behind the films like Love Actually, The Thin Blue Line, Four Weddings and A Funeral. Black Adder is funny and almost too good for television. Humor can be smart, sexy, and funny all at one. I was hoping last night on Saturday Night Live that Hugh Laurie would pay homage to his background in British humor. If the gang at SNL did some research, they would know what a treasure it was to have Hugh Laurie grace their stage.","Positive"
"Don't see this movie! It's... repulsive! The start is indeed very good, but in the middle everything falls and I really regret spending 80 crowns (about 11 dollars) on the ticket! Peter Dalle should consider this as his last chance to gain peoples interest. AWFUL picture! The only bright spot is the splendid work of Robert Gustavsson, Lena Nyman and Gösta Ekman.<br /><br />Hope you take my advise... The picture is rubbish.","Negative"
"this is not just a bad film, it's one of the worst films ever. it's so bad that i found it to be quite enjoyable. the acting, oh my god, the script, you gotta be kiddin'. how can you imagine the writer coming up with things like: - a kid who makes fireworks in school, fireworks SO powerfull, that when someone gets hit by it, they fly a hundred yards backwards and explode. -a girl is trapped in the celler, the killer is trying to break open the door. she gets a drill, but the wire isn't long enough. she first makes an extension cord, oh the horror, and then, when she's done, she drills through the door and drills through the head of the killer. WOW - and there are plenty more examples like that. oh yeah, and what happened to George Kennedy, he used to be great (Thunderbolt and Lightfoot/Cool hand Luke)","Negative"
"Give this movie a break! Its worth at least a ""7""! That little girl is a good actor and she's cute, too. Jim Belushi is a comic genius. You can't help but feel good at the end! I wish there were more wholesome shows like this, that you can enjoy with your kids!","Positive"
"OK, please believe me when I say that this is a terrible, terrible, sci-fi movie. Its done so poorly that much of the film plays out as unintentional surrealism and its absolutely a 100% waste of time. Awful, but somehow also deeply unfunny. I watched this as a double feature with ""Recon 2020: The Caprini Massacre"" and although ""Battlespace"" WAS an incredibly superior film, that's not saying much. The plot of ""Battlespace"" is so completely convoluted that its impossible to follow. The narration is cryptic, often nonsensical, seemingly endless, and thoroughly exhausting. Literally half the film is duplicative scenes of the female lead, who looks like Brian Bosworth, walking through the desert. The movie actually starts out pretty cool, but then nosedives into pooptown and somehow continues to deteriorate, minute by minute. Absolutely horrible and truly an Absurdist Endurance Test. Zero stars. ---|--- Reviews by Flak Magnet","Negative"
"How bad can you make a film. A good question which House of the Dead 2 succeeds in answering. I could not believe it was possible to get something worse than the first House of the Dead but amazingly the director has succeeded. The only feeling you get from the film is that its bad, just bad. What with overacting, bad FX and a stupid story. Its this kind of movie which gives a bad name to Z-Movies in general. Why could they not learn the lesson from the first House of the Dead movie? Anyway I guess you will have understood by now that you should not see this film. It is but a waste of time. Watch ""Bad Taste"" or ""Dawn of the Dead"" if you want to see some good zombies.","Negative"
